participant,method,ratings,ratingSum
147,go_14477536,"[4, '3', '4', '3', 0]"
147,equals_10222579,"[4, '2', 4, '2', 0]"
147,appendDeclarations_36405409,"[4, '4', '4', '3', -1]"
147,testInvoke_39233866,"[4, '4', 4, '2', -2]"
147,getImageWithSource_1782360,"[4, 2, 4, '2', 0]"
147,exportXVRL_45047585,"[4, '3', 4, '3', 0]"
147,populateNewList_34427273,"['3', '4', 3, '3', -1]"
147,getClassNameForLookAndFeel_19218425,"[4, 2, 5, '2', -1]"
147,setGenJarDir_31789275,"['3', '3', 4.5, '2', -2]"
147,add_4114383,"['2', '4', 5, '3', -4]"
147,getNAGString_43137003,"['2', 4, 4.5, '3', -3]"
147,BFSdist_44521080,"['3', '4', 4.5, '3', -2]"
147,testNegativeParseCases_31696447,"['1', 4.5, 4.5, '3', -4]"
147,clearFieldersFromField_45147874,"['3', '4', 4.5, '3', -2]"
147,messageSent_19413001,"['2', 4, 4.5, '3', -3]"
147,updateGain_26215341,"[3, 4, 4.5, '2', -3]"
147,updateSchema_4627680,"[4, 2, '5', '2', -1]"
147,actionPerformed_12725774,"['2', 4, 4, '3', -3]"
147,addPKColumn_51577053,"[4.5, 2, 5, '2', -1]"
147,testSetWelcomeMsg_33719869,"['2', '4', 4.5, '3', -3]"
314,print_7957602,"[3, 4, 2, '2', -1]"
314,actionPerformed_12725774,"[2, 4, 2, '2', -2]"
314,getClassNameForLookAndFeel_19218425,"['3', '4', 2, '2', -1]"
314,BFSdist_44521080,"['3', '4', 2, '2', -1]"
314,equals_10222579,"[3, 4, 2, '2', -1]"
314,updateGain_26215341,"[3, 4, 2, '2', -1]"
314,setGenJarDir_31789275,"['1', '5', '5', '1', -8]"
314,messageSent_19413001,"['2', '5', 2, '4', -1]"
314,getJSplitPane_39233258,"['2', '4', 2, '4', 0]"
314,getBackCommand2_29601536,"['3', '4', 2, '2', -1]"
314,testInvoke_39233866,"['3', '4', 2, 3, 0]"
314,removeService_38221424,"['3', 4, 2, '3', 0]"
318,toString_39120328,"['2', 3, '4', 3, -2]"
318,exportXVRL_45047585,"['3', 4, 2, '3', 0]"
318,equals_10222579,"['4', '4', '4', 3, -1]"
318,testNegativeParseCases_31696447,"['3', '4', 2, '3', 0]"
318,BFSdist_44521080,"[1.5, 4.5, '3', '4', -2]"
318,testValidateSeparationCount_26285656,"['2', 4, '3', '4', -1]"
318,add_4114383,"[2, 4, '3', '4', -1]"
318,makeUniqueParagraphForGlobalWithLength_34105249,"[2, '4', '2', '3', -1]"
318,createChecklistItem_49866815,"[2, '4', '3', '4', -1]"
318,go_14477536,"[1, 4.5, '3', '2', -4]"
318,testInvoke_39233866,"['2', 4, '3', '2', -3]"
318,setGenJarDir_31789275,"['2', 4, 2, '2', -2]"
318,addPKColumn_51577053,"['4', 4, '3', '3', 0]"
318,actionPerformed_12725774,"['2', 4, 2, '3', -1]"
318,updateGain_26215341,"[2, 4, '2', '2', -2]"
319,evaluate_45130358,"['2', '4', 2, 4, 0]"
319,visitRetStmt_13482891,"[4, '4', 2, '2', 0]"
319,actionPerformed_12725774,"['1', 4, 2, '3', -2]"
319,testNegativeParseCases_31696447,"['1', '5', '5', '1', -8]"
319,goToRegistration_47570692,"['2', '4', 2, '3', -1]"
319,appendDeclarations_36405409,"['2', 4, 2, '3', -1]"
319,createCacheFile_50995324,"['2', 3, 2, 3, 0]"
319,getTargetServiceName_29318894,"['2', '4', '2', '4', 0]"
136,appendDeclarations_36405409,"[3, 4, 2, '2', -1]"
136,goToRegistration_47570692,"['2', 4, 2, '4', 0]"
136,setGenJarDir_31789275,"[3, 4, '4', 3, -2]"
136,swapItems_36634895,"[4, '4', 2, '2', 0]"
136,go_14477536,"[1.5, 4.5, 2, '3', -2]"
136,messageSent_19413001,"['2', 3, 2, '3', 0]"
136,actionPerformed_12725774,"['2', 4, '3', '4', -1]"
136,deleteCascade_34604973,"['2', '4', '2', '3', -1]"
136,testValidateSeparationCount_26285656,"['3', 4, 4.5, 3, -2]"
136,print_7957602,"['2', 4, '2', '3', -1]"
136,getUserNameFromCookie_1694531,"['2', '4', 2, '3', -1]"
136,updateGain_26215341,"['2', 4.5, 2, '3', -1]"
312,add_4114383,"[2, '4', 2, 4, 0]"
312,test_10_bug2689872_19498280,"['1', '5', '5', '1', -8]"
312,testInvoke_39233866,"[3, '4', '3', 4, 0]"
312,actionPerformed_12725774,"['2', '4', '2', 4, 0]"
313,testNegativeParseCases_31696447,"['1', '5', '5', '1', -8]"
313,compareTo_17121898,"['4', '2', 4.5, '2', 0]"
313,getEffect_47571922,"['2', 4, '3', '3', -2]"
313,appendDeclarations_36405409,"['2', 4.5, '2', 4, 0]"
191,setSecurityMode_38737384,"['3', 2, 4.5, 3, 0]"
191,setPhoto_50994916,"['3', 2, 5, '1', -3]"
191,updateGain_26215341,"['1', '5', '5', '1', -8]"
191,getUserNameFromCookie_1694531,"[4, 2, '4', '1', -1]"
191,appendDeclarations_36405409,"['4', 2, 4.5, '2', 0]"
168,testGetEmail_33718481,"['2', 4, '4', '3', -3]"
168,compareTo_17121898,"['3', 4, 2, 3, 0]"
168,getImageWithSource_1782360,"['2', 4, 2, '4', 0]"
168,updateSchema_4627680,"['2', '4', '3', '3', -2]"
168,test_10_bug2689872_19498280,"['3', '4', 2, '3', 0]"
168,appendDeclarations_36405409,"[1.5, 4.5, '4', '3', -4]"
168,store_20787007,"['3', 4, 2, '3', 0]"
168,getUserNameFromCookie_1694531,"['1', '5', '5', '1', -8]"
168,testNegativeParseCases_31696447,"['2', 4, '3', '4', -1]"
168,equals_10222579,"['1', '4', 3, '3', -3]"
168,testOneTwoThreeCreateCycle_19507735,"[3, 4, 2, 3, 0]"
168,exportXVRL_45047585,"['3', 4, '2', 3, 0]"
168,readFromFile_16777940,"['2', 4, 2, '4', 0]"
168,setGenJarDir_31789275,"['2', 4, 2, '2', -2]"
168,actionPerformed_12725774,"[2, 4, 2, '4', 0]"
