participant,method,ratings,ratingSum
147,onAttach_1810081,"[4, '2', '3', 3, 2]"
147,play_41287529,"[4.5, 2, 2, '3', 3]"
147,getUserNameFromCookie_1694531,"[4.5, 2, '3', '4', 3]"
147,swapItems_36634895,"[4.5, 2, '4', '3', 1]"
315,messageSent_19413001,"[4, 2, '4', 4, 2]"
315,testNegativeParseCases_31696447,"['4', '2', '2', '1', 1]"
314,evaluate_45130358,"['4', '4', 2, '4', 2]"
314,store_20787007,"[4, '4', 2, '3', 1]"
314,listen_29572299,"[4, '2', 2, '3', 3]"
314,appendDeclarations_36405409,"['3', 4, 2, '4', 1]"
314,clearFieldersFromField_45147874,"['3', '4', 2, '4', 1]"
314,getEffect_47571922,"['3', '4', '2', '4', 1]"
314,addPKColumn_51577053,"[4, '4', '3', 4, 1]"
314,swapItems_36634895,"['4', 3, 2, '2', 1]"
314,getMenuAdministracion_28631042,"['3', '4', 2, '4', 1]"
314,testOneTwoThreeCreateCycle_19507735,"['3', 4, '2', '4', 1]"
314,createChecklistItem_49866815,"['3', 4, 2, '4', 1]"
314,liesBetween_39299426,"['3', 4, 2, '4', 1]"
314,add_4114383,"['4', '3', 2, 4, 3]"
314,testNegativeParseCases_31696447,"['3', 4, 2, '4', 1]"
314,getRemoteObject_50026101,"[4, '4', '2', '4', 2]"
314,go_14477536,"['3', 4, 2, '4', 1]"
314,createCacheFile_50995324,"[4, 3, 2, '4', 3]"
314,compareTo_17121898,"['4', 4, 2, '3', 1]"
318,appendDeclarations_36405409,"['4', '3', '3', '3', 1]"
318,updateSchema_4627680,"['4', 4, '2', '4', 2]"
318,clearFieldersFromField_45147874,"['4', '2', '2', '3', 3]"
318,getImageWithSource_1782360,"['2', 2, '3', 4, 1]"
318,messageSent_19413001,"[4, '3', '2', '3', 2]"
318,getUserNameFromCookie_1694531,"[4, '4', 2, '4', 2]"
318,isInvalidEmailLink_49250848,"[4, '3', 2, '4', 3]"
318,testSetWelcomeMsg_33719869,"[4, '4', 2, '4', 2]"
318,abstractMatrix3D_12723449,"['3', 4, '2', '4', 1]"
318,swapItems_36634895,"[4, '4', 2, '3', 1]"
319,getApplicableLaw_39298970,"['3', 3, 2, '4', 2]"
319,deleteCascade_34604973,"[4, '4', 1.5, 3, 2]"
319,equals_10222579,"['4', 3, 2, '2', 1]"
319,getImageWithSource_1782360,"[4, 2, '4', 4, 2]"
319,go_14477536,"['3', '4', 2, '4', 1]"
319,getUserNameFromCookie_1694531,"[4, '4', 1.5, '4', 3]"
319,updateGain_26215341,"['4', '4', 2, '4', 2]"
319,messageSent_19413001,"[4, '4', '2', '4', 2]"
319,add_4114383,"['4', '4', 2, '3', 1]"
319,showLatestPlan_18418213,"['4', '2', 2, '3', 3]"
136,setPhoto_50994916,"[4, '4', 2, 4, 2]"
136,getJSplitPane_39233258,"['4', 4, 1.5, 4, 3]"
136,updateSchema_4627680,"[4.5, '3', 2, 4, 3]"
136,addPKColumn_51577053,"[4, '4', 2, 4, 2]"
136,equals_10222579,"['3', 4, 2, '4', 1]"
136,invalidateSession_18354735,"['4', 4, 1.5, '4', 3]"
136,BFSdist_44521080,"[4, '4', 2, '4', 2]"
136,getImageWithSource_1782360,"[4, '4', 2, 4, 2]"
136,testSetExample_50891793,"['4', '4', 2, 4, 2]"
136,getBackCommand2_40865212,"['4', '3', 2, 4, 3]"
312,getJSplitPane_39233258,"[4.5, '4', 1.5, 4, 3]"
312,swapItems_36634895,"['4', '2', 3, 4.5, 3]"
312,testNegativeParseCases_31696447,"['4', '3', 2, 4, 3]"
312,equals_10222579,"[4, 2, 1.5, '2', 3]"
312,getUserNameFromCookie_1694531,"['4', '4', 2, 4, 2]"
312,print_7957602,"['3', '4', 2, 4.5, 1]"
312,messageSent_19413001,"[3, 4, 2, 4, 1]"
312,testOneTwoThreeCreateCycle_19507735,"[4, '4', 1.5, 4, 3]"
312,updateGain_26215341,"[4, 3, 2, 4, 3]"
312,setGenJarDir_31789275,"[4, 3, 2, 4, 3]"
312,setUpMrj_14467418,"[4.5, '3', '2', 4.5, 3]"
313,equals_10222579,"['4', 1.5, 3, '3', 3]"
313,getRemoteObject_50026101,"[4.5, 3, '2', '3', 2]"
313,getUserNameFromCookie_1694531,"['4', '4', 2, 4, 2]"
313,getMenuAdministracion_28631042,"[4, '3', 2, 4, 3]"
313,go_14477536,"[4.5, '3', 2, 4, 3]"
313,removeService_38221424,"[4, '3', 2, 4, 3]"
313,clearFieldersFromField_45147874,"[4, '4', 2, 4.5, 2]"
313,getBackCommand2_29601536,"['3', '4', 2, 4, 1]"
313,setGenJarDir_31789275,"['3', '4', '2', 4, 1]"
191,getImageWithSource_1782360,"[4, 2, '3', 4, 3]"
191,testInvoke_39233866,"[4, 2, '3', '2', 1]"
191,visitRetStmt_13482891,"[4, 2, 3, 3, 2]"
191,getEffect_47571922,"['4', '2', '2', '2', 2]"
191,go_14477536,"[4, 1.5, 4, 3, 2]"
191,messageSent_19413001,"[4, 2, '4', 3, 1]"
191,add_4114383,"[4, 1.5, '4', 3, 2]"
191,updateSchema_4627680,"['4', '4', 2, '3', 1]"
191,equals_10222579,"[4, '3', '2', '4', 3]"
191,actionPerformed_12725774,"[4, 2, 4, 3, 1]"
168,testSetWelcomeMsg_33719869,"['3', 4, '2', '4', 1]"
168,go_14477536,"[4, '3', '2', 4, 3]"
168,updateGain_26215341,"['3', 4, 2, '4', 1]"
168,addPKColumn_51577053,"['3', 3, 2, 3, 1]"
186,clearFieldersFromField_45147874,"[4.5, '4', 1.5, 4, 3]"
186,liesBetween_39299426,"[4, 1.5, '4', 2, 1]"
186,searchRecipe_18421665,"['4', '3', '4', 4, 1]"
186,compareTo_17121898,"['4', '4', 2, 4, 2]"
186,saveSetting_46026508,"[4, '3', 2, 4, 3]"
186,equals_10222579,"[4, '4', 1.5, 4, 3]"
186,swapItems_36634895,"[4, '2', '3', '4', 3]"
186,getUserNameFromCookie_1694531,"['4', '4', '2', 4, 2]"
186,abstractMatrix3D_12723449,"['4', 4, 2, 4, 2]"
139,equals_10222579,"['4', 3, '2', '4', 3]"
139,appendDeclarations_36405409,"[4.5, 2, 3, '3', 2]"
139,invalidateSession_18354735,"['4', 4, '2', '3', 1]"
139,BFSdist_44521080,"[4.5, 2, 2, '2', 2]"
139,swapItems_36634895,"['4', 2, '3', '4', 3]"
139,clearFieldersFromField_45147874,"['2', '2', '3', 4.5, 1]"
139,getRemoteObject_50026101,"[4, 2, 4, 3, 1]"
139,testOneTwoThreeCreateCycle_19507735,"[4, 3, 2, 4, 3]"
139,add_4114383,"[4.5, '3', 2, 4, 3]"
139,searchRecipe_18421665,"[4, '2', '3', 4.5, 3]"
316,setUpMrj_14467418,"['4', '4', 1, 4, 3]"
316,actionPerformed_12725774,"['3', 4.5, '2', 4, 1]"
316,saveSetting_46026508,"['4', '3', 2, 4, 3]"
316,testNegativeParseCases_31696447,"['3', 4, 2, 4, 1]"
316,add_4114383,"['4', '4', 2, 4.5, 2]"
316,updateSchema_4627680,"[4.5, '4', 1.5, 4, 3]"
316,createCacheFile_50995324,"[4.5, '3', 2, 4.5, 3]"
316,go_14477536,"['3', 4, 1.5, 4, 2]"
316,messageSent_19413001,"['3', 4, 1.5, 4, 2]"
316,equals_10222579,"['3', 4, 1.5, '4', 2]"
316,getUserNameFromCookie_1694531,"[4, '4', 1.5, 4, 3]"
317,testNegativeParseCases_31696447,"['4', 4, 2, '4', 2]"
317,testInvoke_39233866,"[4, 3, 2, '2', 1]"
